stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
B_1693,1693,CAGLIARI VIALE MARCONI,,39.23571,9.140202,B_1693
B_1722,1722,CAGLIARI PORTO,,39.21427,9.110459,B_1722
B_8283,8283,CAGLIARI MOTEL AGIP,,39.2407,9.119,B_8283
B_10077,10077,CAGLIARI VIA LIGURIA-PACINOTTI,,39.22926,9.117689,B_10077
B_10086,10086,CAGLIARI VIA ROMA 86,,39.21936,9.104844,B_10086
B_10087,10087,CAGLIARI VIALE TRIESTE-ASS.TO TURISMO,,39.2204,9.103426,B_10087
B_10088,10088,CAGLIARI VIALE MONASTIR 151,,39.24071,9.096874,B_10088
B_10111,10111,CAGLIARI VIA DEL FANGARIO,,39.24301,9.09391,B_10111
B_10134,10134,CAGLIARI VIALE BONARIA-B.D.S.,,39.21078,9.120114,B_10134
B_10135,10135,CAGLIARI VIA BROTZU-CTM,,39.25190,9.101502,B_10135
B_10140,10140,CAGLIARI VIA SAN BENEDETTO-POSTE,,39.22465,9.128884,B_10140
B_10142,10142,CAGLIARI VIALE MARCONI-SCUOLE MEDIE,,39.22977,9.133065,B_10142
B_11377,11377,CAGLIARI VIA PERETTI-INPS,,39.24978,9.1141192,B_11377
B_1306,1306,POETTO OSPEDALE MARINO,,39.21302,9.172892,B_1306
B_1944,1944,LUNGOMARE POETTO OSP. VECCHIO,,39.21135,9.171358,B_1944
B_1945,1945,LUNGOMARE POETTO CALYPSO,,39.20977,9.169199,B_1945
B_1653,1653,LUNGOMARE POETTO D`AQUILA,,39.19825,9.159849,B_1653
B_1655,1655,POETTO VIA GORGONA,,39.19667,9.158954,B_1655
B_1946,1946,LUNGOMARE POETTO LA SESTA,,39.20793,9.166925,B_1946
B_1947,1947,LUNGOMARE POETTO IL TWIST,,39.20608,9.165009,B_1947
B_1948,1948,LUNGOMARE POETTO L`OASI,,39.20377,9.163093,B_1948
B_1949,1949,LUNGOMARE POETTO IL LIDO,,39.2013,9.161292,B_1949
B_1990,1990,MONSERRATO VIA CARACALLA,,39.25222,9.134475,B_1990
B_1608,1608,BIVIO OSPEDALE BROTZU,,39.24957,9.114953,B_1608
B_1167,1167,PIRRI VIA VESALIO-ARTISTICO,,39.24021,9.133826,B_1167
B_1170,1170,PIRRI VIA MONTECASSINO GIUA,,39.2431,9.119439,B_1170
B_1628,1628,CAGLIARI VIA CALAMATTIA,,39.23993,9.120847,B_1628
B_1991,1991,PIRRI VIA ITALIA CTM,,39.24677,9.129719,B_1991
B_1993,1993,PIRRI VIA R.VILLASANTA CTM 244,,39.24082,9.125937,B_1993
B_11383,11383,PIRRI EX STAZIONE FDS,,39.251112,9.1339277,B_11383
B_11387,11387,PIRRI VIA SANTA M. CHIARA 76,,39.243797,9.1237973,B_11387
B_11391,11391,PIRRI VIA RIVA VILLASANTA 230,,39.237732,9.1250149,B_11391
B_1652,1652,STRADA NUOVA OTTAGONO,,39.21624,9.176825,B_1652
B_1449,1449,BIVIO SS195 DORSALE CONSORTILE,,39.16827,9.033234,B_1449
B_2027,2027,PIRRI VIA VESALIO-SCUOLE,,39.24324,9.139394,B_2027
B_1329,1329,TISCALI SA ILLETTA,,39.22663,9.071297,B_1329
B_1714,1714,CAPOTERRA LOC. SA CRUXIXEDDA,,39.17092,8.982879,B_1714
B_1715,1715,CAPOTERRA VIA CAGLIARI 52,,39.17372,8.976418,B_1715
B_1716,1716,CAPOTERRA VIA CAGLIARI 112,,39.17516,8.972725,B_1716
B_1717,1717,CAPOTERRA PIAZZA CADUTI,,39.17578,8.968661,B_1717
B_1718,1718,CAPOTERRA PIAZZA VERDE,,39.17309,8.970306,B_1718
B_1719,1719,CAPOTERRA VIA MAZZINI 54,,39.17218,8.973988,B_1719
B_1720,1720,CAPOTERRA VIA MAZZINI 114,,39.17194,8.977542,B_1720
B_2030,2030,CAPOTERRA VIA TREXENTA,,39.17922,8.977536,B_2030
B_2031,2031,CAPOTERRA LICEO,,39.16939,8.965874,B_2031
B_1708,1708,CAPOTERRA S.ROSA-CAMPO SPORTIVO,,39.17556,8.962606,B_1708
B_1712,1712,CAPOTERRA RIFORNITORE AGIP,,39.16066,9.001378,B_1712
B_1713,1713,CAPOTERRA COCCUFORRU,,39.16885,8.988193,B_1713
B_1711,1711,BIVIO COOPERATIVA MILLE,,39.15496,9.011296,B_1711
B_1093,1093,FRUTTI D'ORO,,39.14358,9.009634,B_1093
B_1224,1224,CAPOTERRA BIVIO LOTT. PICCIAU,,39.14889,9.014292,B_1224
B_10052,10052,LIDO DI CAPOTERRA,,39.15656,9.023727,B_10052
B_1091,1091,BIVIO CAPOTERRA,,39.15283,9.016724,B_1091
B_1129,1129,SU LOI FRUTTI D'ORO,,39.13732,9.009047,B_1129
B_1453,1453,SU SPANTU 2,,39.13089,9.008703,B_1453
B_1092,1092,LA MADDALENA SPIAGGIA,,39.15207,9.020207,B_1092
B_1147,1147,RESIDENZA DEL SOLE,,39.15566,9.01263,B_1147
B_1148,1148,BIVIO RESIDENZA DEL SOLE,,39.15370,9.019614,B_1148
B_1203,1203,CAMISA,,39.2961,9.52289,B_1203
B_1210,1210,CALA PIRA BIVIO,,39.1765,9.563437,B_1210
B_1209,1209,CALA SINZIAS,,39.19570,9.559271,B_1209
B_10562,10562,LOC. SITO` 1,,39.22279,9.5321,B_10562
B_10563,10563,LOC. SITO` 2,,39.23028,9.520385,B_10563
B_1027,1027,CUILI MANNU,,39.29895,9.504506,B_1027
B_10573,10573,BIVIO CUILI MANNU,,39.3017,9.523128,B_10573
B_10575,10575,CUILI MANNU 2,,39.30250,9.502838,B_10575
B_10576,10576,CUILI MANNU 3,,39.30643,9.504444,B_10576
B_1034,1034,MASONE PARDU,,39.25613,9.516415,B_1034
B_1619,1619,BIVIO MASONE PARDU,,39.25967,9.525065,B_1619
B_10565,10565,PODERE PILLONI,,39.24981,9.520425,B_10565
B_1032,1032,MONTE GRUTTAS,,39.28456,9.509655,B_1032
B_1036,1036,SAN PIETRO,,39.20975,9.542275,B_1036
B_1656,1656,SANT`ELMO,,39.21667,9.563318,B_1656
B_10585,10585,BAR ATZORI,,39.27880,9.534494,B_10585
B_1657,1657,VILLAGGIO SANTA GIUSTA,,39.23503,9.5654,B_1657
B_1035,1035,CASTIADAS CENTRO,,39.23627,9.499677,B_1035
B_1028,1028,OLIA SPECIOSA,,39.27886,9.528234,B_1028
B_1033,1033,SA BADI,,39.26681,9.499152,B_1033
B_10219,10219,SARDAFLORA,,39.33118,8.988595,B_10219
B_1013,1013,DECIMOMANNU,,39.30899,8.9673,B_1013
B_10216,10216,DECIMOMANNU VIA E. D'ARBOREA,,39.30879,8.969782,B_10216
B_1019,1019,DECIMOMANNU F.S.,,39.3048,8.966233,B_1019
B_1438,1438,DECIMO FR VILLAGGIO AZZURRO,,39.31431,8.958974,B_1438
B_1110,1110,DECIMOPUTZU,,39.33557,8.91685,B_1110
B_10299,10299,DECIMOPUTZU VIA VILLASPECIOSA 45,,39.33278,8.918582,B_10299
B_10300,10300,DECIMOPUTZU VIA VILLASPECIOSA 9,,39.33436,8.918453,B_10300
B_10302,10302,DECIMOPUTZU PIAZZA IV NOVEMBRE,,39.33661,8.914134,B_10302
B_10303,10303,DECIMOPUTZU VIA VILLACIDRO 44,,39.33762,8.912671,B_10303
B_10304,10304,DECIMOPUTZU VIA SAN BASILIO,,39.33658,8.907798,B_10304
B_1074,1074,DOLIANOVA,,39.37660,9.175929,B_1074
B_11102,11102,DOLIANOVA CORSO REPUBBLICA-Q8,,39.38295,9.174196,B_11102
B_11103,11103,DOLIANOVA STAZIONE FDS,,39.375748,9.1699012,B_11103
B_11104,11104,DOLIANOVA VIA CAGLIARI 29 - CC,,39.371101,9.1740228,B_11104
B_11105,11105,DOLIANOVA CORSO REPUBBLICA 256,,39.38551,9.172746,B_11105
B_11106,11106,DOLIANOVA PIAZZA MERCATO,,39.38021,9.176019,B_11106
B_11100,11100,CAMPIONNA SPIAGGIA,,38.91397,8.780523,B_11100
B_1120,1120,CHIA BAIA,,38.89574,8.869821,B_1120
B_1119,1119,CHIA BIVIO,,38.92115,8.892431,B_1119
B_11083,11083,SS 195 KM 49,,38.94183,8.847582,B_11083
B_11078,11078,CHIA MARKET SIRIO,,38.90810,8.886419,B_11078
B_11079,11079,CHIA BAR TABACCHI,,38.90354,8.883151,B_11079
B_1118,1118,DOMUS DE MARIA,,38.9415,8.865064,B_1118
B_11082,11082,DOMUS DE MARIA VIA PROVINCIALE FR. 42,,38.94294,8.861681,B_11082
B_11988,11988,DONORI VIALE EUROPA,,39.431349,9.1385364,B_11988
B_1852,1852,BIVIO DONORI,,39.426075,9.1479717,B_1852
B_1864,1864,DONORI,,39.432318,9.1262798,B_1864
B_11982,11982,DONORI VIA VITT. EMANUELE 20,,39.432520,9.1309047,B_11982
B_1605,1605,AEROPORTO ELMAS PARTENZE,,39.25421,9.060453,B_1605
B_1615,1615,AEROPORTO ELMAS ARRIVI,,39.25336,9.061194,B_1615
B_1015,1015,ELMAS VIA SULCITANA 98,,39.26839,9.047529,B_1015
B_1651,1651,IST.AGRARIO-SS 130 R,,39.26205,9.062767,B_1651
B_1642,1642,IST. AGRARIO CORTILE A,,39.26662,9.066666,B_1642
B_11131,11131,ESCALAPLANO CIMITERO,,39.62923,9.356385,B_11131
B_1890,1890,SCLAMORIS,,39.657873,9.3883671,B_1890
B_5192,5192,TENUTA CONTU,,39.65775,9.385674,B_5192
B_5191,5191,ESCALAPLANO,,39.62435,9.35234,B_5191
B_11127,11127,ESCALAPLANO VIA SAVOIA FR 33,,39.62216,9.347529,B_11127
B_11129,11129,ESCALAPLANO SCUOLE,,39.62667,9.355509,B_11129
B_1878,1878,MURTAS,,39.665046,9.3511125,B_1878
B_5020,5020,BIVIO ESCOLCA,,39.69044,9.148919,B_5020
B_5307,5307,ESCOLCA,,39.6990,9.123744,B_5307
B_11432,11432,ESCOLCA SCUOLA MATERNA,,39.69872,9.118926,B_11432
B_1863,1863,CORTELUCETA,,39.715577,9.3413818,B_1863
B_1867,1867,GENN`E CAIDDU,,39.735231,9.318267,B_1867
B_1866,1866,ESTERZILI VIA ROMA-SP53,,39.781249,9.2823243,B_1866
B_1887,1887,ESTERZILI CASERMA CARABINIERI,,39.778783,9.2848715,B_1887
B_12163,12163,ESTERZILI VIA EL. D`ARBOREA 1,,39.779446,9.282749,B_12163
B_5308,5308,BIVIO GERGEI,,39.69880,9.108685,B_5308
B_5309,5309,GERGEI,,39.696821,9.0959802,B_5309
B_12422,12422,GERGEI COMUNE,,39.699077,9.1020253,B_12422
B_1869,1869,GESICO,,39.615249,9.1083328,B_1869
B_12443,12443,GESICO VIA SANT`AMATORE 32,,39.617618,9.1093851,B_12443
B_1871,1871,GONI,,39.578075,9.2866797,B_1871
B_12583,12583,GONI VIA ROMA 46,,39.580001,9.2841958,B_12583
B_1105,1105,GUAMAGGIORE PIAZZA MATER DEI 4,,39.56897,9.073753,B_1105
B_12703,12703,GUAMAGGIORE VIA CENTRALE 107,,39.569484,9.0759543,B_12703
B_1107,1107,GUASILA VIA ROMA 52,,39.55977,9.045003,B_1107
B_10931,10931,GUASILA VIA SEGARIU 91,,39.55881,9.040218,B_10931
B_10932,10932,GUASILA VIA GUAMAGGIORE 24,,39.565327,9.047847,B_10932
B_10933,10933,GUASILA VIA ROMA 100,,39.55810,9.045654,B_10933
B_10934,10934,GUASILA VIA MELAS 65,,39.557,9.047155,B_10934
B_12723,12723,GUASILA VIA CAGLIARI 51,,39.558173,9.0474812,B_12723
B_1877,1877,BIVIO AGGLOM. INDUSTR.,,39.771071,9.0986169,B_1877
B_12903,12903,ISILI PISCINA COMUNALE,,39.748148,9.1106184,B_12903
B_1855,1855,BIVIO SARCIDANO,,39.759897,9.1106255,B_1855
B_1858,1858,BIVIO Z.I. PERD`E CUADDU,,39.810587,9.1579521,B_1858
B_1873,1873,ISILI STAZIONE FDS,,39.738478,9.1129254,B_1873
B_5018,5018,ISILI PIAZZA SAN GIUSEPPE,,39.7417,9.106243,B_5018
B_5239,5239,ISILI PIAZZA MURA,,39.74268,9.107972,B_5239
B_11434,11434,ISILI VIA ZAURRAI FR. 4,,39.73656,9.110577,B_11434
B_11436,11436,ISILI CASERMA C.C.,,39.74537,9.107089,B_11436
B_1899,1899,Z.I. PERD`E CUADDU,,39.788073,9.1267993,B_1899
B_1009,1009,MANDAS,,39.65312,9.130527,B_1009
B_1875,1875,MANDAS STAZ. FDS,,39.659997,9.1316243,B_1875
B_11429,11429,MANDAS VIA CAGLIARI 212,,39.65842,9.130176,B_11429
B_10156,10156,VILLAGGIO DELLE ROSE,,39.26774,9.308155,B_10156
B_10157,10157,SAN BASILIO SS 125 KM 22+200,,39.27603,9.318468,B_10157
B_1932,1932,GANNI` BIVIO-BAR BLU,,39.26344,9.237301,B_1932
B_10180,10180,VILLAGGIO DEI GIGLI,,39.28078,9.328038,B_10180
B_1928,1928,MARACALAGONIS VIA CAGLIARI,,39.28674,9.22606,B_1928
B_1929,1929,MARACALAGONIS VIA NAZIONALE 28,,39.28605,9.227533,B_1929
B_1930,1930,MARACALAGONIS VIA NAZIONALE 130,,39.2829,9.228636,B_1930
B_1931,1931,MARACALAGONIS FR. CANT.SOCIALE,,39.27993,9.229356,B_1931
B_1951,1951,MARACALAGONIS VIA NAZIONALE 81,,39.28304,9.228706,B_1951
B_1952,1952,MARACALAGONIS VIA NAZIONALE 31,,39.28608,9.227626,B_1952
B_1040,1040,TORRE DELLE STELLE CANNESISA,,39.15678,9.399995,B_1040
B_10537,10537,COUNTRY CLUB,,39.16530,9.387589,B_10537
B_2019,2019,MONASTIR VIA NAZIONALE 1,,39.38876,9.041618,B_2019
B_2020,2020,MONASTIR VIA NAZIONALE 99,,39.38455,9.044611,B_2020
B_2021,2021,MONASTIR VIA NAZIONALE 179,,39.38154,9.045643,B_2021
B_1602,1602,CITTADELLA UNIVERSITARIA,,39.26870,9.122624,B_1602
B_1634,1634,POLICLINICO UNIVERSITARIO,,39.27136,9.127185,B_1634
B_1318,1318,MONSERRATO ERRATA,,39.25794,9.146102,B_1318
B_1324,1324,MONSERRATO IST. BESTA E SCANO,,39.25031,9.142294,B_1324
B_1876,1876,MONSERRATO V.SAN GOTTARDO,,39.264851,9.1440155,B_1876
B_1975,1975,MONSERRATO VIA SAN FULGENZIO,,39.26018,9.133018,B_1975
B_1988,1988,MONSERRATO IST. ALBERGHIERO,,39.26053,9.127188,B_1988
B_1995,1995,MONSERRATO VIA PORTO BOTTE-CANTINA SOCIALE,,39.25265,9.134927,B_1995
B_1996,1996,MONSERRATO VIA PORTO BOTTE 10,,39.25919,9.134337,B_1996
B_10124,10124,MONSERRATO VIA G. CESARE-CIMITERO,,39.265577,9.139102,B_10124
B_10125,10125,MONSERRATO VIA SAN GOTTARDO-METRO,,39.26370,9.141939,B_10125
B_13722,13722,MONSERRATO VIA SAN VALERIANO-CTM,,39.25645,9.1455514,B_13722
B_1030,1030,CAPO FERRATO,,39.29664,9.608791,B_1030
B_10588,10588,CAMPING PORTO PIRASTU,,39.29238,9.59848,B_10588
B_1202,1202,COLOSTRAI,,39.36097,9.598473,B_1202
B_1658,1658,COSTA REI HOTEL FREE BEACH,,39.25575,9.573482,B_1658
B_1315,1315,BIVIO COSTA REI,,39.28607,9.577718,B_1315
B_10432,10432,SS 125 KM 61+400 AZIENDA ZOOTECNICA,,39.40563,9.601491,B_10432
B_2024,2024,MURAVERA ISTITUTO AGRARIO,,39.41391,9.59601,B_2024
B_1190,1190,SAN GIOVANNI SPIAGGIA,,39.39619,9.611026,B_1190
B_10604,10604,BIVIO  SAN GIOVANNI SS125,,39.39596,9.606123,B_10604
B_10431,10431,TORRE SALINAS BIVIO,,39.37146,9.587106,B_10431
B_1618,1618,BIVIO STRADA PER C.FERRATO,,39.2861,9.577591,B_1618
B_1208,1208,COSTA REI-MONTE NAI,,39.26569,9.576055,B_1208
B_1255,1255,COSTA REI SU NURAXI,,39.24875,9.569751,B_1255
B_10593,10593,COSTA REI VIA ICHNUSA 138,,39.25278,9.570954,B_10593
B_1024,1024,MURAVERA,,39.41947,9.581257,B_1024
B_2025,2025,MURAVERA VIA ROMA 8 - LICEO,,39.41845,9.583026,B_2025
B_2026,2026,MURAVERA VIA ROMA-OSPEDALE,,39.4216,9.569994,B_2026
B_10436,10436,MURAVERA VIA ROMA 168,,39.42123,9.57372,B_10436
B_10438,10438,MURAVERA CONSORZIO AGRARIO,,39.42381,9.565226,B_10438
B_1095,1095,NURAGUS,,39.77776,9.038734,B_1095
B_11421,11421,NURAGUS V.LE STAZIONE 23,,39.77861,9.037216,B_11421
B_11424,11424,NURAGUS VIA ROMA 45,,39.77644,9.036491,B_11424
B_1159,1159,BIVIO NURALLAO,,39.786423,9.0771032,B_1159
B_5017,5017,NURALLAO,,39.79130,9.079258,B_5017
B_11438,11438,NURALLAO VIA ALDO MORO 12,,39.78784,9.078133,B_11438
B_1563,1563,VILLAGRECA CENTRO,,39.46260,8.999989,B_1563
B_1083,1083,CEMENTERIA,,39.46851,9.026041,B_1083
B_1021,1021,NURAMINIS FR MUNICIPIO,,39.44133,9.012992,B_1021
B_10841,10841,NURAMINIS VIA NAZIONALE 297,,39.44744,9.009646,B_10841
B_10842,10842,NURAMINIS VIA NAZIONALE 170,,39.44495,9.011278,B_10842
B_10844,10844,NURAMINIS VIA NAZIONALE FR 71,,39.43927,9.015618,B_10844
B_10845,10845,NURAMINIS VIA NAZIONALE 12,,39.43661,9.016983,B_10845
B_1853,1853,BIVIO NURRI,,39.729602,9.210535,B_1853
B_1881,1881,NURRI STAZIONE FDS,,39.721321,9.2297149,B_1881
B_5290,5290,NURRI,,39.710728,9.2284548,B_5290
B_14257,14257,NURRI CORSO ITALIA 22,,39.708551,9.2310841,B_14257
B_14261,14261,NURRI CORSO ITALIA 272,,39.715429,9.2294154,B_14261
B_14262,14262,NURRI ZONA IND. PALINA FDS,,39.723719,9.2244955,B_14262
B_1889,1889,SANTO STEFANO,,39.63770,9.2955843,B_1889
B_5291,5291,ORROLI,,39.694899,9.24928,B_5291
B_14703,14703,ORROLI VIA ROMA 22,,39.689854,9.2531804,B_14703
B_14704,14704,ORROLI VIALE EUROPA 5,,39.689032,9.2501335,B_14704
B_14706,14706,ORROLI STAZIONE FDS,,39.692819,9.2487243,B_14706
B_1106,1106,ORTACESUS,,39.53924,9.085766,B_1106
B_10945,10945,PIMENTEL VIA ROMA FR. 1,,39.48304,9.068174,B_10945
B_1081,1081,PIMENTEL VIA ROMA 46,,39.4843,9.066594,B_1081
B_10947,10947,PIMENTEL VIA ROMA FR. 91,,39.48725,9.065108,B_10947
B_10948,10948,PIMENTEL VIA ROMA 126,,39.48825,9.062446,B_10948
B_1122,1122,FORTE VILLAGE,,38.93721,8.929917,B_1122
B_11072,11072,CASA CANT. URRU,,38.94608,8.94041,B_11072
B_11073,11073,CALA VERDE,,38.93981,8.93288,B_11073
B_11075,11075,SS 195 KM 40,,38.93250,8.922826,B_11075
B_1220,1220,PULA PARCO SC.& TECN. - TORRE,,38.99219,8.944574,B_1220
B_1221,1221,PULA PARCO SC. & TEC - ED.1,,38.99041,8.936897,B_1221
B_1225,1225,PULA PARCO SC. & TEC - ED.2,,38.99038,8.930442,B_1225
B_1226,1226,PULA PARCO SC. & TECN. - ED.5,,38.99096,8.923837,B_1226
B_10353,10353,PULA VIALE EUROPA,,39.01629,9.004297,B_10353
B_11068,11068,BIVIO IS MOLAS,,38.99675,8.994944,B_11068
B_1123,1123,SANTA MARGHERITA,,38.97247,8.973311,B_1123
B_11069,11069,EX D C K.,,38.97731,8.977257,B_11069
B_11071,11071,SANTA MARGHERITA BIVIO AGRIT. LA BIADA,,38.96288,8.962129,B_11071
B_11074,11074,SS 195  KM 32+800 DISTRIBUTORE TAMOIL,,38.97972,8.979489,B_11074
B_1124,1124,PULA,,39.00414,9.000104,B_1124
B_1264,1264,PULA,,39.00512,9.000682,B_1264
B_10352,10352,PULA VIA NORA DISTRIBUTORE,,39.01476,9.00164,B_10352
B_10399,10399,PULA V.LE SEGNI 6,,39.01472,9.001941,B_10399
B_10400,10400,PULA VIALE SEGNI ALBERGHIERO,,39.01250,9.003082,B_10400
B_10401,10401,PULA VIA CORINALDI 38,,39.00732,9.002068,B_10401
B_1121,1121,CAPO BLU,,38.92674,8.912081,B_1121
B_1042,1042,IS MORTORIUS,,39.19907,9.327195,B_1042
B_10535,10535,TERRA MALA,,39.19466,9.337168,B_10535
B_1411,1411,QUARTU LA BUSSOLA,,39.22391,9.196039,B_1411
B_1935,1935,STRADA NUOVA IL GABBIANO,,39.22943,9.217734,B_1935
B_1936,1936,STRADA NUOVA NOTTURNO,,39.22738,9.207103,B_1936
B_1937,1937,STRADA NUOVA LIDO MEDITERRANEO,,39.22546,9.200957,B_1937
B_1938,1938,STRADA NUOVA MARLIN,,39.22286,9.193072,B_1938
B_1939,1939,STRADA NUOVA LIDO G.D.F.,,39.22090,9.187785,B_1939
B_1940,1940,STRADA NUOVA POLIZ-CARABIN.,,39.21846,9.182299,B_1940
B_1950,1950,STRADA NUOVA LE DUE TORRI,,39.22838,9.211729,B_1950
B_1041,1041,CANT. GEREMEAS,,39.17266,9.379155,B_1041
B_1044,1044,CANT. FLUMINI,,39.21893,9.287542,B_1044
B_1259,1259,FLUMINI,,39.21773,9.288788,B_1259
B_1933,1933,TENNIS CLUB MARGINE ROSSO,,39.228,9.237867,B_1933
B_1934,1934,MARGINE ROSSO,,39.22999,9.223612,B_1934
B_10525,10525,HOTEL SETAR,,39.22120,9.253481,B_10525
B_1600,1600,PITZ`E SERRA,,39.24062,9.213203,B_1600
B_1043,1043,PONTE CAPITANA,,39.20983,9.309072,B_1043
B_10532,10532,CAMPING PINI E MARE,,39.20545,9.319117,B_10532
B_1045,1045,QUARTU VIA CAGLIARI 53,,39.243,9.181424,B_1045
B_1987,1987,QUARTU PIAZZA SANT'ELENA,,39.24248,9.183192,B_1987
B_1998,1998,QUARTU VIA COLOMBO-ASL,,39.24057,9.178219,B_1998
B_10144,10144,QUARTU CARREFOUR,,39.24295,9.16761,B_10144
B_10149,10149,QUARTU VIA MARCONI 562,,39.24452,9.189933,B_10149
B_10151,10151,QUARTU FRONTE LE'CLERC,,39.24719,9.194842,B_10151
B_10189,10189,QUARTU VIA SICILIA 22,,39.24481,9.189044,B_10189
B_10191,10191,QUARTU VIA MARCONI 230,,39.24163,9.178685,B_10191
